instance_id,generator_model,generation_strategy,intent,generated_text,latency_initial_sec,latency_retry_sec,retries_used,global_score,M_algorithm,M_mcts_iterations,M_branching_factor,M_max_depth,M_exploration_weight,M_nodes_expanded,M_rollouts,M_best_reward,M_best_hard_score,M_semantic_guidance,M_semantic_weight,M_tone_repair,M_tone_repair_used,M_rollout_policy,M_rollout_temperature,M_root_children,M_final_global_score,C_max_words,C_forbidden_words,C_tone,C_min_words,C_mandatory_words,C_exact_lines,C_format_json,C_required_json_keys
12,phi3,mcts,Generate JSON data for a fictional user.,"{""name"": ""Generate JSON data for a fictional user."", ""email"": ""Generate JSON data for a fictional user."", ""password"": ""Generate JSON data for a fictional user.""}",14.343634128570557,0.0,0,0.6666666666666666,mcts,24,2,1,1.414,1,24,0.8363333333333334,0.6666666666666666,True,0.7,True,0,llm,0.9,2,,,,,,,False,True,True
13,phi3,mcts,Write an email to a friend about plans.,"[ ```json [ ""Hey! How about we hit the beach this Friday?"", ""Friday plans sound great—I'll bring sunscreen!"" ] ```json [ ""Hey! How about we hit the beach this Friday?"", ""Friday plans sound great—I'll bring sunscreen!"" ], [""Beach volleyball could be cool if you up for it."", ""Let’s not forget a picnic basket full of snacks.""].",190.2002239227295,0.0,0,1.0,mcts,24,2,4,1.414,15,24,0.848038137292862,1.0,True,0.7,True,0,llm,0.9,2,1.0,True,,True,,True,,,
14,phi3,mcts,Explain the concept of data structures in computer science.,```json message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message.,195.05878281593323,0.0,0,0.6666666666666666,mcts,24,2,4,1.414,15,24,1.0,0.6666666666666666,True,0.7,True,0,llm,0.9,2,,,True,,True,,,,
15,phi3,mcts,Write a short story about space exploration.,```json.,1942.4365048408508,0.0,0,0.6666666666666666,mcts,24,2,4,1.414,12,24,0.8295736728906632,1.0,True,0.7,True,0,llm,0.9,2,0.6666666666666666,True,True,False,,,,,
16,phi3,mcts,Generate JSON data for a fictional company's employees.,"{""name"": ""Generate JSON data for a fictional company's employees."", ""title"": ""Generate JSON data for a fictional company's employees."", ""department"": ""Generate JSON data for a fictional company's employees.""}",16.087377786636353,0.0,0,0.6666666666666666,mcts,24,2,1,1.414,1,24,0.8363333333333334,0.6666666666666666,True,0.7,True,0,llm,0.9,2,,,,,,,False,True,True
17,phi3,mcts,Write an email to a colleague about a project update.,[ project update.,212.21895003318787,0.0,0,0.6666666666666666,mcts,24,2,4,1.414,15,24,0.8332806568071247,1.0,True,0.7,True,0,llm,0.9,2,0.6666666666666666,True,,False,,True,,,
18,phi3,mcts,Explain the concept of algorithms in programming.,```json message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message.,114.22839450836182,0.0,0,0.6666666666666666,mcts,24,2,4,1.414,13,24,1.0,0.6666666666666666,True,0.7,True,0,llm,0.9,2,,,True,,True,,,,
19,phi3,mcts,Write a short script for a fictional conversation.,[.,215.75660347938538,0.0,0,0.6666666666666666,mcts,24,2,4,1.414,13,24,0.8465313209965826,1.0,True,0.7,True,0,llm,0.9,2,0.6666666666666666,True,True,False,,,,,
20,phi3,mcts,Generate JSON data for a fictional product's reviews.,"{""name"": ""Generate JSON data for a fictional product's reviews."", ""rating"": ""Generate JSON data for a fictional product's reviews."", ""review"": ""Generate JSON data for a fictional product's reviews.""}",71.17787790298462,0.0,0,0.6666666666666666,mcts,24,2,1,1.414,1,24,0.8363333333333334,0.6666666666666666,True,0.7,True,0,llm,0.9,2,,,,,,,False,True,True
21,phi3,mcts,Write an email to a customer about a product issue.,"""We're sorry to hear you're experiencing an issue with our product and appreciate you reaching out for assistance.""",152.78929448127747,0.0,0,1.0,mcts,24,2,4,1.414,14,24,0.8316958433449269,1.0,True,0.7,True,1,llm,0.9,2,1.0,True,,True,,True,,,
22,phi3,mcts,Explain the concept of neural networks in AI.,```json message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message.,154.65324544906616,0.0,0,0.6666666666666666,mcts,24,2,4,1.414,12,24,1.0,0.6666666666666666,True,0.7,True,0,llm,0.9,2,,,True,,True,,,,
23,phi3,mcts,Write a short story about a historical event.,```json.,222.62939596176147,0.0,0,0.6666666666666666,mcts,24,2,4,1.414,13,24,0.8295736728906632,1.0,True,0.7,True,0,llm,0.9,2,0.6666666666666666,True,True,False,,,,,
24,phi3,mcts,Generate JSON data for a fictional company's products.,"{""name"": ""Generate JSON data for a fictional company's products."", ""price"": ""Generate JSON data for a fictional company's products."", ""description"": ""Generate JSON data for a fictional company's products.""}",15.592679023742676,0.0,0,0.6666666666666666,mcts,24,2,1,1.414,1,24,0.8363333333333334,0.6666666666666666,True,0.7,True,0,llm,0.9,2,,,,,,,False,True,True
25,phi3,mcts,Write an email to a colleague about a meeting invitation.,"[ [ ```json [```text]Dear colleague, I would like to extend an invitation for our upcoming meeting on Monday at 10 AM in the main conference room. Please confirm your attendance by Friday. Best regards,""John Doe""```""We need a concise report that summarizes recent findings about AI ethics within healthcare settings, suitable for presentation to senior management."",.",247.25862193107605,0.0,0,1.0,mcts,24,2,4,1.414,15,24,0.8487963683962823,1.0,True,0.7,True,0,llm,0.9,2,1.0,True,,True,,True,,,
26,phi3,mcts,Explain the concept of computer vision in AI.,[ message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message.,89.85086464881897,0.0,0,0.6666666666666666,mcts,24,2,4,1.414,14,24,1.0,0.6666666666666666,True,0.7,True,0,llm,0.9,2,,,True,,True,,,,
27,phi3,mcts,Write a short script for a fictional character's monologue.,"```json [ continuation_1"": ""I stand before you today not just to share my story but also our collective dreams for what lies ahead."", continuation_2"": ""...and as I look into your eyes, I see the reflection of my own ambition—a call to action that echoes through time: rise above adversity, embrace change, forge unity!"" ].",143.98972153663635,0.0,0,1.0,mcts,24,2,4,1.414,15,24,0.8771872666597367,1.0,True,0.7,True,0,llm,0.9,2,1.0,True,True,True,,,,,
28,phi3,mcts,Generate JSON data for a fictional user's preferences.,"{""name"": ""Generate JSON data for a fictional user's preferences."", ""age"": ""Generate JSON data for a fictional user's preferences."", ""interests"": ""Generate JSON data for a fictional user's preferences.""}",14.06151270866394,0.0,0,0.6666666666666666,mcts,24,2,1,1.414,1,24,0.8363333333333334,0.6666666666666666,True,0.7,True,0,llm,0.9,2,,,,,,,False,True,True
29,phi3,mcts,Write an email to a friend about a trip plan.,"Hey there! Just wanted to give you a heads-up about our upcoming adventure. We're putting together this cool trip plan, and I thought it might be fun for us both to check out some ideas before we lock everything in. Let me know your thoughts when you get the chance – can’t wait to hear back from ya!",268.34711170196533,0.0,0,1.0,mcts,24,2,4,1.414,12,24,0.8342032015115023,1.0,True,0.7,True,1,llm,0.9,2,1.0,True,,True,,True,,,
30,phi3,mcts,Explain the concept of natural language processing in AI.,```json message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message message.,100.91656398773193,0.0,0,0.6666666666666666,mcts,24,2,4,1.414,13,24,1.0,0.6666666666666666,True,0.7,True,0,llm,0.9,2,,,True,,True,,,,
